,Unnamed: 0,country,description,designation,rating,price,province,region,title,variety,winery
103451,103451,Spain,"Initially, this gives off a note of iodine, which in due time transitions to minerality with red-fruit notes. Reflective of 2013, this feels raw and tannic, while plum and berry flavors are limited in scope. Drawing tannins and acid-driven red-fruit flavors carry the finish.",,88,22.0,Northern Spain,Ribera del Duero,viña sastre 2013 ribera del duero,Tempranillo,Viña Sastre
103588,103588,Spain,"Hard and charred on the nose at first, this sheds its tire-like aromas for cleaner berry-fruit notes with airing. A full grabby palate is a bit rough and awkward, while roasted berry, plum and oak flavors finish minty and resiny.",Selección Familiar Crianza,88,17.0,Northern Spain,Rioja,launa 2014 selección familiar crianza rioja,Tempranillo,Launa
103589,103589,Spain,Big grapy aromas of blackberry and cassis are rather heavy and flat. This has a tannic abrasive mouthfeel in which nothing is smooth. Borderline overripe flavors of baked plum and blackberry finish chocolaty and with baking-spice flavors.,Calmo Vino de Lágrima Nocturno,88,100.0,Northern Spain,Ribera del Duero,legaris 2009 calmo de lágrima nocturno ribera del duero,Tempranillo,Legaris
103647,103647,Spain,"Take a hot year like 2009 and combine it with a hot region like Toro and what you get is this rich, ribald wine. Heavy aromas of raisin and blackberry suggest maximum ripeness. A beefy, saturated palate houses dark flavors of prune, chocolate and baked plum, while the finish is dark, toasty, chewy and a pure reflection of the Toro region. Drink through 2018.",San Román,93,70.0,Northern Spain,Toro,maurodos 2009 san román toro,Tinta de Toro,Maurodos
103667,103667,Spain,"There's no denying this wine's force. It's 15% ABV but balanced, with roasted berry, leather, toasty oak, graphite and prune aromas. The palate feels full, flush and without gaps, while flavors of blackberry, cassis, chocolate and spice finish exceedingly smooth, with loamy notes and leftover spice. Drink through 2020.",,93,70.0,Northern Spain,Toro,pintia 2009 toro,Tinta de Toro,Pintia
103711,103711,Spain,"Raisin and fig aromas are good but not overly complex or special. This P. X. feels rich, chewy and a touch sticky, with sweet-as-sin fig, chocolate and cinnamon spice flavors that suggest coffee cake with a drizzle of melted fudge.",Nectar Dulce,91,26.0,Andalucia,Jerez,gonzález byass nv nectar dulce pedro ximénez jerez,Pedro Ximénez,González Byass
103742,103742,Spain,"Dense fairly bold blackberry and dark plum aromas are backed by a plump palate that's braced by a beam of core acidity. Earthy berry flavors come with notes of vanilla, wild herbs and tobacco, while the finish is full and weighty but also juicy. Drink through 2020.",Reserva,90,20.0,Northern Spain,Rioja,burgo viejo 2012 reserva rioja,Tempranillo Blend,Burgo Viejo
103762,103762,Spain,"This Catalan red is dense and ripe, with aromatic notes of beef broth and raisiny fruits. The mouthfeel is jammy and chunky, while flavors of raisin, prune and stewed berries come across loamy and soft. On the finish, this offers herbal flavors and lasting thickness.",Saó Expressiu,87,34.0,Catalonia,Costers del Segre,mas blanch i jové 2007 saó expressiu red costers del segre,Red Blend,Mas Blanch I Jové
103768,103768,Spain,"Almond skins, apple essence and minerality drive the nose on this white from the Basque country. A zesty, slightly spritzy palate deals nectarine, apricot and green-apple flavors. The finish is clear and minerally, with crisp acidity.",,87,18.0,Northern Spain,Bizkaiko Txakolina,gorka izagirre 2012 white bizkaiko txakolina,White Blend,Gorka Izagirre
103772,103772,Spain,"With aromas of honey, papaya and white flowers, this dry Moscatel from Málaga announces its ripe character. In the mouth, this is weighty and creamy more than racy and direct. Flavors of sweet melon and bitter peach pit come with anise and nutmeg, while the finish is long and offers a candied orange flavor.",Botani Moscatel Seco,87,17.0,Andalucia,Málaga,jorge ordóñez co 2011 botani moscatel seco moscatel málaga,Moscatel,Jorge Ordóñez & Co.
103780,103780,Spain,"Jammy berry aromas are earthy but a little flat. In the mouth, this is plump, jammy and doesn't have a lot of spine. Flavors of baked black fruits and toast finish mellow, earthy and soft. Drink this ripe, warm-climate wine now.",,87,10.0,Central Spain,Vino de la Tierra de Castilla,moralia 2010 tempranillo de la tierra de castilla,Tempranillo,Moralia
103784,103784,Spain,"Juicy, juvenile aromas of plum and berry lead to a palate that's bouncy in feel. Jammy blackberry and plum define the flavor profile, while the finish is honest, lively and fresh. Junior is the perfect name for this fruit-forward, young Rioja.",Junior,87,14.0,Northern Spain,Rioja,paco garcia 2011 junior rioja,Tempranillo,Paco Garcia
103800,103800,Spain,"Roasted and fiery on the nose, this wine has red fruit aromas mixed with green, herbal notes. It feels racy and pumped up with acidity, which drives the wine's core flavors of red plum, herb and vanilla. It's fresh but slightly abrasive and herbal throughout. This is a blend of Cabernet Sauvignon, Merlot, Syrah and Tempranillo, in descending order.",Aldonza Navamarín,88,59.0,Central Spain,Vino de la Tierra de Castilla,dehesas y viñedos de navamarín 2007 aldonza navamarín red de la tierra de castilla,Red Blend,Dehesas y Viñedos de Navamarín
103825,103825,Spain,"With an orange leaning to its pink tint, this is struggling to maintain its fruit and freshness. Flavors of peach and apricot pits finish round and soft.",Serres Tempranillo-Garnacha,83,10.0,Northern Spain,Rioja,carlos serres 2012 serres tempranillogarnacha rosé rioja,Rosé,Carlos Serres
103839,103839,Spain,"A more intense version of Carraovejas's Reserva from 2012, this also includes more than 20% Cabernet Sauvignon and Merlot. Thus it's spicy and prickly on the nose, with road tar and peppery notes in addition to potent berry fruit. A rich saturated rumbling palate deals coffee, toast, blackberry and herbal flavors that are much like the Reserva but more amplified. A charred finish has a lemony ring to it. Drink from 2020 through 2030.",El Anejón,93,136.0,Northern Spain,Ribera del Duero,pago de carraovejas 2012 el anejón ribera del duero,Red Blend,Pago de Carraovejas
103858,103858,Spain,"Like it's bigger sibling El Anejón, this Reserva from a warm vintage is almost one-quarter Cabernet Sauvignon and Merlot in addition to Tinto Fino (Tempranillo). The opening of burnt earth, brandied cherry, rubber and herbal aromas is distinct. This feels a bit tough and chewy, with boysenberry, cassis, vanilla-cream and herbal spice flavors. A fairly smooth finish is young and vital. This should improve with aging. Best from 2019–2026.",Reserva,93,91.0,Northern Spain,Ribera del Duero,pago de carraovejas 2012 reserva ribera del duero,Red Blend,Pago de Carraovejas
103986,103986,Spain,"This wine's heavy oak aromas are toasty but not overdone, while bacon and tobacco notes lurk in the background. Its raw, supremely tannic palate delivers woody, spicy berry flavors.",Viña Zaco,87,15.0,Northern Spain,Rioja,bodegas bilbainas 2014 viña zaco rioja,Tempranillo,Bodegas Bilbainas
104096,104096,Spain,"Aromas of stewed berry fruits and damp leaves lack freshness but are not spoiled. This Garnacha-based blend feels thick and resiny, almost to the point of syrupy. Creamy oaky stewed berry flavors finish with an herbal hint and sticky tannins.",Berola,87,,Northern Spain,Campo de Borja,borsao 2013 berola red campo de borja,Red Blend,Borsao
104103,104103,Spain,"As this enters its second year in bottle, the nose is still clean and punchy, much like fruit salad. A plump solid mouthfeel holds flavors of salty peach. Beyond that, there's not a lot to say about this standard Albariño. Drink immediately.",Limited Release,87,15.0,Galicia,Rías Baixas,vionta 2015 limited release albariño rías baixas,Albariño,Vionta
104171,104171,Spain,"Toasty, roasted aromas of baked berry and earth head straight to a narrowly built yet weighty palate with earth, plum and raspberry notes. On the finish, this holds onto its plum and raspberry flavors as well as its fresh feel.",Crianza,87,13.0,Northern Spain,Rioja,castillo clavijo 2008 crianza rioja,Tempranillo-Garnacha,Castillo Clavijo
104225,104225,Spain,"Typically dark in color, with plum, blackberry and a touch of raisin on the nose, this feels a bit jammy, with a shock of acidity and hard tannins. Prune, baked plum and baking-spice flavors finish toasty and charred, with dry rough tannins. Drink through 2025.",La Nieta,90,150.0,Northern Spain,Rioja,viñedos de paganos 2013 la nieta rioja,Tempranillo,Viñedos de Paganos
104232,104232,Spain,"Cool rooty aromas of cola and tree bark grace the nose on this ripe but still not fully mature Cabernet Sauvignon (with 5% Merlot). In the mouth, this is choppy due to sandpaper tannins. Flavors of sarsaparilla, pepper, and blackberry are dense and chewy, while the finish is bumpy and scraping due to aforementioned hard tannins. Drink or hold through 2022.",Altar,90,45.0,Northern Spain,Navarra,otazu 2006 altar red navarra,Red Blend,Otazu
104233,104233,Spain,"Aromas of cherry, plum, forest floor and tobacco feed into a clampy palate with fresh acidity. Lightly spiced currant and red-plum flavors are limited in scope but nice, while this tastes herbal and feels tight and racy on the finish.",Edición Limitada,90,25.0,Northern Spain,Navarra,príncipe de viana 2013 edición limitada red navarra,Red Blend,Príncipe de Viana
104237,104237,Spain,"Earthy and a touch gritty smelling on first take, this gets riper, cleaner and better the longer it catches air. A full slightly tannic palate is mildly abrasive, while tea, herbal berry and chocolaty oak flavors are appealing. A spicy peppery chocolaty finish is not shedding its drying tannins. Drink through 2022.",Familia Comenge Reserva,90,24.0,Northern Spain,Ribera del Duero,comenge 2011 familia comenge reserva ribera del duero,Tempranillo,Comenge
104238,104238,Spain,"For a tight, snappy rendition of Rioja, this answers the call. Herbal plum and tomato aromas are earthy and a touch horsey. Tomato, plum and herbal flavors amount to a saucy whole, while this is fresh, herbal and brothy tasting on a crisp finish.",Gran Reserva,90,33.0,Northern Spain,Rioja,cvne 2010 gran reserva rioja,Tempranillo,CVNE
104246,104246,Spain,"Melony floral aromas are friendly and easygoing. On the palate, this is clean and precise, with moderate weight and a touch of oak. Lime and kiwi flavors are a bit sweet, with a welcome oaky offset. On the finish, this Godello fades nicely, with core acidity extending the ride.",Cuveé de O,90,18.0,Northern Spain,Valdeorras,avancia 2015 cuveé de o godello valdeorras,Godello,Avancia
104284,104284,Spain,"Aromas of black cherry, cassis and desert brush hint at complexity. A flush, structured palate deals blackberry, cassis, spice, herb and chocolate flavors. Despite mild heat and rubbery tannins on the finish, this is largely a complete Monastrell.",Porta Regia Colección Privada 5 Meses,89,14.0,Levante,Jumilla,sierra norte 2014 porta regia colección privada 5 meses monastrell jumilla,Monastrell,Sierra Norte
104296,104296,Spain,"This Verdejo hits the sweet spot, with a crisp nose focused on green-apple aromas. The palate has a free-flowing feel and well-presented flavors of apple, peach and melon. An easy-fading finish ends this well.",,89,13.0,Northern Spain,Rueda,12 linajes 2015 verdejo rueda,Verdejo,12 Linajes
104299,104299,Spain,"Aromas of dusty earth, wet brick and mild red fruits set up a fresh, medium-bodied palate. Dry, full-force flavors of orange and cantaloupe finish with lively bubbles and some coarseness.",Brut Rosé,89,16.0,Catalonia,Cava,juvé y camps nv brut rosé pinot noir cava,Pinot Noir,Juvé y Camps
104348,104348,Spain,"Saturated berry, cassis and black-plum aromas are densely packed onto the nose of this tightly built iron-fisted Rioja. Berry, plum and cassis flavors are lightly toasted and spicy, while this is juicy and bold on the finish. Best from 2020–2024.",Gaudium Gran Vino,92,44.0,Northern Spain,Rioja,marqués de cáceres 2012 gaudium gran rioja,Tempranillo Blend,Marqués de Cáceres
104422,104422,Spain,"This firm, tannic wine's plum and black cherry aromas are matched by oaky maple and spice scents. Toasty, spicy black fruit and mocha flavors finish with a wave of toast, chocolate and spice. This is more bullish than elegant; drink through 2021.",El Recio,91,30.0,Northern Spain,Toro,matsu 2013 el recio toro,Tinta de Toro,Matsu
104432,104432,Spain,"This wine's full dark berry and desert herb aromas are typical of Vall Llach. Its full-bodied, chunky palate delivers brandied black currant, black plum and baked berry flavors, with a finish that's strong with peppery, herbal notes. Drink through 2022.",Idus,91,50.0,Catalonia,Priorat,vall llach 2014 idus red priorat,Red Blend,Vall Llach
